true_label,pred_label,top1_confidence,margin,entropy,is_correct,is_low_confidence
7,7,0.9999997,0.9999995,4.4105727e-06,True,False
9,9,0.9999998,0.99999976,2.6674836e-06,True,False
3,3,0.99998957,0.99997944,0.00013298166,True,False
6,6,0.99999744,0.9999957,3.7589463e-05,True,False
1,1,0.9999966,0.9999943,4.786518e-05,True,False
2,2,0.9993815,0.99876523,0.005204989,True,False
2,2,0.99976134,0.9995275,0.002256565,True,False
2,2,0.9999973,0.99999505,3.7913134e-05,True,False
8,8,0.99999803,0.999997,2.8395996e-05,True,False
5,5,0.9834963,0.9672514,0.08547203,True,False
3,3,0.99999946,0.9999991,8.134302e-06,True,False
6,6,0.99999815,0.9999964,2.6137406e-05,True,False
10,10,0.9999979,0.9999966,3.120218e-05,True,False
1,1,0.9999954,0.9999926,6.5144326e-05,True,False
0,0,0.99999934,0.9999989,8.760431e-06,True,False
3,3,0.99999994,0.99999994,6.290063e-07,True,False
0,0,0.9999985,0.9999975,2.0825502e-05,True,False
2,2,0.9999314,0.9998723,0.0007538718,True,False
2,2,0.9998288,0.99965954,0.0016671671,True,False
6,6,0.9999991,0.99999833,1.2925316e-05,True,False
10,10,0.99999934,0.9999991,1.0953856e-05,True,False
2,2,0.9999874,0.99997497,0.00015331508,True,False
7,7,0.991236,0.9825161,0.050543882,True,False
2,2,0.99999756,0.9999952,3.388108e-05,True,False
1,1,0.9999054,0.99981284,0.0009810725,True,False
9,9,0.9999984,0.999997,2.4197196e-05,True,False
1,1,0.9999971,0.9999955,4.2641706e-05,True,False
10,10,0.99999934,0.999999,9.261007e-06,True,False
6,6,0.99999887,0.9999978,1.6350325e-05,True,False
6,6,0.99999946,0.9999991,6.9546995e-06,True,False
9,9,0.9999849,0.99997157,0.00018886164,True,False
9,9,0.9999873,0.99997485,0.0001566115,True,False
7,7,0.999996,0.9999932,5.4992062e-05,True,False
1,1,0.99998516,0.99997795,0.00019697417,True,False
9,9,0.999841,0.99968666,0.0015779204,True,False
10,10,0.9999997,0.9999996,5.2292294e-06,True,False
9,9,0.9999996,0.9999993,6.8158142e-06,True,False
8,8,0.9998603,0.99972063,0.0013796284,True,False
3,3,0.9999998,0.9999997,2.8916018e-06,True,False
7,7,0.9999724,0.99994594,0.00032164765,True,False
2,2,0.98408777,0.9682877,0.08237181,True,False
1,1,0.99999243,0.99998546,9.929068e-05,True,False
9,9,0.6576654,0.3153346,0.6426258,True,True
9,9,0.99996454,0.99993044,0.00040397118,True,False
6,6,0.9999965,0.99999386,5.0201048e-05,True,False
7,7,0.99993044,0.9998696,0.00076127506,True,False
4,4,0.99320567,0.9864307,0.040825635,True,False
10,10,0.9999997,0.9999996,3.48068e-06,True,False
3,3,0.99999696,0.9999954,4.529553e-05,True,False
9,9,0.9997761,0.9995535,0.0021158576,True,False
8,8,0.99998814,0.99998164,0.00015884821,True,False
4,4,0.9986862,0.99761665,0.0106869675,True,False
8,8,0.99999946,0.9999991,8.16123e-06,True,False
4,4,0.99999684,0.9999951,4.447546e-05,True,False
10,10,0.99999994,0.99999994,9.480447e-07,True,False
8,8,0.9999867,0.9999734,0.00016262384,True,False
7,7,0.9999204,0.9998427,0.0008397784,True,False
0,0,0.99834764,0.9966954,0.012237441,True,False
0,0,0.99999756,0.99999565,3.5905225e-05,True,False
0,0,0.99997383,0.9999481,0.00030350056,True,False
2,2,0.9998831,0.99976695,0.001179176,True,False
3,3,0.99999636,0.99999374,5.086595e-05,True,False
2,2,0.99994403,0.99988824,0.0006037994,True,False
4,4,0.99999565,0.9999934,6.1190105e-05,True,False
6,6,0.99999934,0.9999991,9.3711315e-06,True,False
8,8,0.9999973,0.99999493,3.844141e-05,True,False
5,5,0.9999966,0.999995,4.7183064e-05,True,False
6,6,0.9999998,0.9999997,2.8576735e-06,True,False
0,0,0.999358,0.99871916,0.0053824806,True,False
8,8,0.9994148,0.99884415,0.0050144205,True,False
3,3,0.99999875,0.999998,1.905879e-05,True,False
7,7,0.9999332,0.99988776,0.0007510993,True,False
0,0,0.9999992,0.9999986,1.0352386e-05,True,False
6,6,0.9999997,0.9999996,4.384484e-06,True,False
3,3,0.9999967,0.9999947,4.6812664e-05,True,False
10,10,0.9999986,0.99999756,2.022787e-05,True,False
3,3,0.99999815,0.9999973,2.8203109e-05,True,False
10,10,0.99999934,0.99999875,9.5473915e-06,True,False
0,0,0.999996,0.99999326,5.6439112e-05,True,False
10,10,0.9999992,0.9999989,1.0688255e-05,True,False
7,7,0.9999965,0.9999937,4.8713253e-05,True,False
6,6,0.9999991,0.9999986,1.3445304e-05,True,False
7,7,0.9999971,0.9999948,4.1236144e-05,True,False
8,8,0.99992436,0.999849,0.00079386984,True,False
4,4,0.99996465,0.9999376,0.00042552705,True,False
0,0,0.99999434,0.99999064,7.812347e-05,True,False
4,4,0.9999767,0.9999579,0.0002819614,True,False
2,2,0.99999636,0.999994,5.0618542e-05,True,False
0,0,0.9991643,0.99834126,0.006836467,True,False
9,9,0.9999998,0.99999976,2.7517972e-06,True,False
3,3,0.99998933,0.99997956,0.00013612155,True,False
8,8,0.9999898,0.9999803,0.00012998446,True,False
4,4,0.99999624,0.9999937,5.3167998e-05,True,False
2,2,0.99998623,0.9999729,0.00016852206,True,False
4,4,0.99987245,0.99978745,0.0013699164,True,False
6,6,0.9999998,0.99999976,1.2882183e-06,True,False
2,2,0.9999079,0.9998305,0.0009878909,True,False
2,2,0.99999946,0.9999991,7.87947e-06,True,False
10,10,0.99999994,0.99999994,1.18749085e-07,True,False
6,6,0.999999,0.99999815,1.4100374e-05,True,False
4,4,0.9999439,0.99988896,0.00061016827,True,False
0,0,0.99999946,0.9999991,9.035251e-06,True,False
2,2,0.9999972,0.9999957,4.004064e-05,True,False
2,2,0.99998826,0.99997693,0.00014714111,True,False
8,8,0.9999022,0.99980545,0.0010065043,True,False
9,9,0.9999971,0.9999944,3.974768e-05,True,False
4,4,0.99987745,0.9997586,0.0012455542,True,False
5,5,0.99987054,0.99974805,0.0013171983,True,False
7,7,0.99999887,0.9999979,1.6073865e-05,True,False
4,4,0.99993426,0.9998745,0.00072607753,True,False
4,4,0.9999961,0.99999464,5.552888e-05,True,False
1,1,0.9296213,0.8596842,0.25782278,True,False
9,9,0.99999684,0.9999941,4.3349748e-05,True,False
8,8,0.9995946,0.9991994,0.0036209144,True,False
4,4,0.99999744,0.9999952,3.573076e-05,True,False
6,6,0.9999983,0.9999967,2.5743804e-05,True,False
10,10,0.9999997,0.9999996,4.7270296e-06,True,False
2,2,0.9999986,0.9999973,1.995818e-05,True,False
10,10,0.99999994,0.9999999,1.6329178e-06,True,False
8,8,0.9999979,0.99999595,2.9046463e-05,True,False
7,7,0.9993931,0.99903536,0.005558857,True,False
6,6,0.9999998,0.99999976,2.2525046e-06,True,False
1,1,0.999888,0.9997825,0.0011590446,True,False
4,4,0.99999255,0.9999857,9.667101e-05,True,False
3,3,0.99994034,0.9998834,0.00065272365,True,False
6,6,0.99999946,0.99999917,7.4576483e-06,True,False
6,6,0.9999991,0.9999988,1.35390155e-05,True,False
9,9,0.9999996,0.9999993,6.008088e-06,True,False
5,5,0.99956495,0.9991559,0.003923254,True,False
1,1,0.9999688,0.99993837,0.00035852156,True,False
5,5,0.99991506,0.9998337,0.00090081873,True,False
2,2,0.9999986,0.9999975,2.0642654e-05,True,False
7,7,0.9080683,0.8161392,0.3070153,True,False
3,3,0.99999815,0.9999969,2.6201e-05,True,False
1,1,0.99993116,0.9998845,0.000786219,True,False
10,10,0.9999992,0.9999989,1.1101714e-05,True,False
2,2,0.9999903,0.9999808,0.00012235457,True,False
2,2,0.9990069,0.99801433,0.00786137,True,False
1,1,0.9999855,0.9999732,0.00018179399,True,False
9,9,0.9999965,0.99999475,5.0146813e-05,True,False
6,6,0.9999997,0.9999995,4.9012588e-06,True,False
8,8,0.9999996,0.9999992,5.7358357e-06,True,False
9,9,0.9999576,0.99992216,0.0004900682,True,False
2,2,0.9998941,0.999795,0.0011002528,True,False
8,8,0.9999997,0.9999996,4.14725e-06,True,False
5,5,0.9993306,0.9986637,0.00558022,True,False
1,1,0.9999847,0.9999731,0.00019603773,True,False
5,5,0.99991566,0.9998398,0.0009065706,True,False
4,4,0.999996,0.99999285,5.5297653e-05,True,False
9,9,0.9999997,0.9999995,4.6647733e-06,True,False
0,0,0.99988025,0.9997622,0.0012089956,True,False
1,1,0.99999934,0.9999989,1.0715899e-05,True,False
0,0,0.9999787,0.99996936,0.00027169436,True,False
10,10,0.99999756,0.99999535,3.3351218e-05,True,False
0,0,0.9999756,0.9999521,0.0002867323,True,False
8,8,0.9978946,0.99578935,0.015081703,True,False
4,4,0.9999147,0.9998376,0.00091419544,True,False
8,8,0.9999109,0.99984676,0.0009871911,True,False
8,8,0.9998517,0.99970376,0.0014599556,True,False
0,0,0.999733,0.9994661,0.0024661247,True,False
10,10,0.9999991,0.9999987,1.50341475e-05,True,False
9,9,0.9999904,0.9999818,0.00012322339,True,False
5,5,0.9998617,0.9997238,0.001371834,True,False
3,3,0.99999696,0.99999565,4.503518e-05,True,False
0,0,0.9999997,0.99999946,4.5302054e-06,True,False
4,4,0.99868524,0.997372,0.010050031,True,False
8,8,0.99949485,0.9989907,0.0043460443,True,False
6,6,0.9999997,0.99999946,5.017795e-06,True,False
1,1,0.99983525,0.9996723,0.0016108743,True,False
4,4,0.9999959,0.9999925,5.603404e-05,True,False
4,4,0.99595577,0.9919185,0.0263799,True,False
9,9,0.99979377,0.9995879,0.0019596359,True,False
3,3,0.999904,0.99980813,0.0009879835,True,False
1,1,0.9996143,0.99923205,0.0034404735,True,False
2,2,0.9999991,0.99999845,1.243427e-05,True,False
1,1,0.99995273,0.9999103,0.0005349835,True,False
10,10,0.9999992,0.9999988,1.1278324e-05,True,False
1,1,0.9999805,0.9999613,0.00023264525,True,False
2,2,0.9999977,0.9999954,3.1565953e-05,True,False
0,0,0.99998444,0.99997026,0.00019361943,True,False
9,9,0.9999704,0.9999565,0.000367274,True,False
10,10,0.99999875,0.9999976,1.8482235e-05,True,False
0,0,0.9999309,0.99986213,0.00073235936,True,False
7,7,0.9999065,0.99981576,0.00097599265,True,False
6,6,0.9999998,0.99999976,1.5828393e-06,True,False
7,7,0.99999934,0.999999,9.726247e-06,True,False
3,3,0.99999183,0.9999843,0.00010485003,True,False
1,1,0.9992964,0.99860704,0.0058902926,True,False
1,1,0.991608,0.98330575,0.049044784,True,False
3,3,0.9999996,0.99999934,7.023624e-06,True,False
0,0,0.99999756,0.9999953,3.45201e-05,True,False
1,1,0.99970067,0.99940217,0.0027347421,True,False
10,10,0.9999998,0.99999976,2.0389268e-06,True,False
10,10,0.9999997,0.9999996,4.5069596e-06,True,False
8,8,0.99996096,0.9999233,0.00044189638,True,False
6,6,0.99990886,0.999824,0.00097160105,True,False
4,4,0.99998266,0.99996567,0.00021054517,True,False
6,6,0.99998873,0.9999822,0.00015137777,True,False
4,4,0.99882597,0.99765676,0.009130904,True,False
9,9,0.9999854,0.9999708,0.00017784296,True,False
1,1,0.99791145,0.99584734,0.015143933,True,False
8,8,0.99999076,0.9999842,0.00012256273,True,False
9,9,0.99937755,0.9987565,0.005228296,True,False
10,10,0.99999934,0.99999905,1.0008304e-05,True,False
7,7,0.9998536,0.9997076,0.001442755,True,False
6,6,0.99999994,0.99999994,3.5542598e-07,True,False
8,8,0.99999934,0.9999989,8.994667e-06,True,False
6,6,0.99999994,0.99999994,9.688612e-07,True,False
2,2,0.9977769,0.99555403,0.015803648,True,False
9,9,0.9999996,0.99999934,6.554648e-06,True,False
10,10,0.9999992,0.9999989,1.1606735e-05,True,False
1,1,0.9999909,0.9999827,0.000117113486,True,False
1,1,0.9999936,0.9999884,8.561614e-05,True,False
7,7,0.9998772,0.9997558,0.0012365552,True,False
10,10,0.9999955,0.9999932,6.3772386e-05,True,False
10,10,0.99999994,0.99999994,2.114293e-07,True,False
7,7,0.9997976,0.99959546,0.0019261367,True,False
7,7,0.9999941,0.9999887,7.7350436e-05,True,False
0,0,0.9998312,0.99966323,0.0016414057,True,False
3,3,0.9999966,0.9999942,4.9086557e-05,True,False
6,6,0.99999565,0.99999154,5.751866e-05,True,False
5,5,0.999939,0.9999034,0.0007201372,True,False
1,1,0.99990326,0.99981225,0.0010190062,True,False
1,1,0.9999897,0.99998033,0.00013085468,True,False
0,0,0.99999946,0.9999991,7.992831e-06,True,False
4,4,0.9999992,0.99999887,1.1716933e-05,True,False
7,7,0.9996685,0.99934083,0.0030101684,True,False
1,1,0.99998826,0.99997985,0.00015371578,True,False
7,7,0.99998695,0.9999775,0.00016639801,True,False
2,2,0.9999886,0.99997884,0.00014609924,True,False
2,2,0.9998112,0.9996224,0.0018087662,True,False
1,1,0.98781323,0.97563773,0.0659267,True,False
6,6,0.99999994,0.99999994,1.7646134e-07,True,False
8,8,0.9999445,0.9998894,0.0006003291,True,False
3,3,0.9999979,0.9999961,2.9511933e-05,True,False
1,1,0.9999488,0.9999018,0.0005732172,True,False
7,7,0.99999315,0.9999881,9.0295085e-05,True,False
9,9,0.9999998,0.9999997,3.4979707e-06,True,False
2,2,0.99998087,0.9999622,0.00022935322,True,False
8,8,0.9999986,0.9999976,1.9999916e-05,True,False
2,2,0.9999861,0.999975,0.00017525803,True,False
10,10,0.9999992,0.9999987,1.1162405e-05,True,False
